epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.01,4.441750463485718,0.0555,3.8526556869506834,0.1874
2,0.01,2.706218832015991,0.331,2.0893041374206542,0.4348
3,0.01,1.3281572332382203,0.623,1.6807707111358643,0.5368
4,0.01,0.8038461999893188,0.7575,1.6855042171478272,0.564
5,0.01,0.4285430426597595,0.877,1.6483329963684081,0.5824
6,0.01,0.23763101494312286,0.937,1.5669545616149902,0.6026
7,0.01,0.13611030942201616,0.9685,1.5593266660690308,0.631
8,0.01,0.0990543682873249,0.9775,1.5628302471160889,0.6264
9,0.01,0.06881276363134384,0.9875,1.5745850994110107,0.6276
10,0.01,0.053104342371225355,0.9885,1.5820146724700928,0.645
11,0.01,0.041938034422695634,0.99,1.6182834300994873,0.6276
12,0.01,0.04583312118053436,0.9905,1.6099758422851562,0.6304
13,0.01,0.04028075229376554,0.992,1.5924061605453492,0.636
14,0.01,0.025528875164687635,0.9965,1.611796439743042,0.6364
15,0.01,0.025260650496929885,0.9965,1.5375346710205078,0.6484
16,0.002,0.020106092043220995,0.997,1.5285242725372314,0.6574
17,0.002,0.011948118168860674,0.9995,1.5134483863830566,0.6602
18,0.002,0.008068558584898711,1.0,1.5091410793304443,0.6626
19,0.002,0.011352852620184421,0.9995,1.5018659549713134,0.6638
20,0.002,0.008121747504919768,0.9995,1.4930939043045044,0.661
21,0.002,0.00913236696831882,0.9995,1.5031670377731323,0.6642
22,0.002,0.006699220804497599,1.0,1.509055740737915,0.6638
23,0.002,0.0063993905559182164,1.0,1.5095710308074952,0.6658
24,0.002,0.007260182591155171,1.0,1.495509079360962,0.663
25,0.002,0.006234765879809857,1.0,1.4870551412582398,0.6672
26,0.002,0.007062230434268713,1.0,1.501828107070923,0.667
27,0.002,0.007064050300046801,1.0,1.5059655048370362,0.6638
28,0.002,0.0059563031196594235,1.0,1.4987304069519043,0.6684
29,0.002,0.005495746780186892,1.0,1.4955597429275513,0.666
30,0.002,0.006392296457663179,1.0,1.4989278293609618,0.6634
31,0.0004,0.006545210631564259,1.0,1.5126268085479737,0.6648
32,0.0004,0.006116312736645341,1.0,1.4909480861663817,0.6658
33,0.0004,0.004924563070759177,1.0,1.488396502494812,0.6672
34,0.0004,0.004705949533730745,1.0,1.5012041164398193,0.6634
35,0.0004,0.005173860291019082,1.0,1.5000124542236328,0.6702
36,0.0004,0.004447989135980606,1.0,1.4905778491973878,0.6716
37,0.0004,0.005525921856984496,0.9995,1.4996027881622314,0.6728
38,0.0004,0.004846066698431969,1.0,1.4983816314697265,0.6672
39,0.0004,0.004871290689334273,1.0,1.490263613510132,0.671
40,0.0004,0.005007212549448014,1.0,1.4923871364593506,0.6688
41,8e-05,0.004211954670026898,1.0,1.489405701828003,0.6686
42,8e-05,0.004999630611389875,1.0,1.49113459815979,0.6712
43,8e-05,0.005580783985555172,1.0,1.4934157444000244,0.6654
44,8e-05,0.0055153267420828345,0.9995,1.4876084182739258,0.6682
45,8e-05,0.00473599992878735,1.0,1.4755564819335938,0.6688
46,8e-05,0.005423675315454602,1.0,1.4970095443725586,0.6686
47,8e-05,0.006315857406705618,0.9995,1.504473904800415,0.67
48,8e-05,0.005170189049094915,1.0,1.494774817276001,0.6698
49,8e-05,0.005743110051378608,1.0,1.4906987873077393,0.6672
50,8e-05,0.0046396335735917095,1.0,1.4907726203918457,0.6666
