epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.01,2.752287682723999,0.3179548182213213,1.424514455986023,0.6002
2,0.01,1.7284823669433593,0.5252576577186584,1.142477880191803,0.6734
3,0.01,1.5195133754730226,0.5858919239997864,1.070357053565979,0.6924
4,0.01,1.388248235321045,0.6184128935813904,0.9928849546432496,0.7192
5,0.01,1.3247684120178222,0.6372187209129333,0.9673580426216125,0.7228
6,0.01,1.2460386295318604,0.6555184628486633,0.9475776369094848,0.729
7,0.01,1.215508985042572,0.6654775164604187,0.9622470970153809,0.7248
8,0.01,1.152313518333435,0.6837727526664734,0.9334383787155152,0.7406
9,0.01,1.1015206388950347,0.692439326953888,0.9255448360443115,0.7402
10,0.01,1.1119115160942077,0.6898186261177063,0.9500604188919067,0.7306
11,0.01,1.0701647271633148,0.7078702418327332,0.9626499173164368,0.7468
12,0.01,1.0754275423526765,0.7001548798561096,0.9277015264034272,0.7418
13,0.01,1.068014773416519,0.7034510612487793,0.9307571616172791,0.7464
14,0.01,1.0097969120502472,0.7170374877929687,0.9484543734550476,0.7356
15,0.01,1.0430892090797423,0.70208096036911,0.9499275788784027,0.7428
16,0.002,0.9028015226840973,0.7404482834815979,0.8184062064170837,0.7762
17,0.002,0.8814410086154938,0.7433924092292785,0.8281933480262756,0.7798
18,0.002,0.834654627776146,0.7592379156112671,0.8097138494491577,0.7866
19,0.002,0.8374103702187539,0.7522340036392212,0.8465850589752197,0.7866
20,0.002,0.8226320484876632,0.7553214865684509,0.7935339607238769,0.7884
21,0.002,0.8151816904306411,0.7507218742370605,0.8322283783912658,0.7916
22,0.002,0.8140754648208618,0.7512238367080688,0.8030236062526703,0.793
23,0.002,0.7824290527462959,0.7655134726524353,0.8005626185417175,0.7942
24,0.002,0.7874361068964004,0.7562107313156128,0.780901883983612,0.7934
25,0.002,0.7834662274360656,0.7611936848640442,0.7963484237670898,0.7888
26,0.002,0.759043844127655,0.7670633417129517,0.8242145356178283,0.7932
27,0.002,0.7568684877455234,0.7652529085159302,0.8146819723129273,0.7926
28,0.002,0.7658073048710823,0.7661411347389221,0.7609289754390717,0.7926
29,0.002,0.7772431614041329,0.7545182607650757,0.7942269142150878,0.7996
30,0.002,0.7589116959810257,0.7590358022689819,0.7773091054916382,0.798
31,0.0004,0.7536117891073227,0.7617599884033203,0.7964612765789032,0.8008
32,0.0004,0.7513188549757004,0.763322730255127,0.7525327433586121,0.7982
33,0.0004,0.7430239555120468,0.7683301612854004,0.7755437016487121,0.7986
34,0.0004,0.7423038796782494,0.7673574840545654,0.7871727754592895,0.8
35,0.0004,0.7468462369441986,0.7616974700927734,0.7754397880554199,0.8
36,0.0004,0.7325442537307739,0.7682437740325928,0.7577840767860412,0.7986
37,0.0004,0.7392358616352082,0.7678115936279297,0.7744011669158936,0.7996
38,0.0004,0.7186251223385334,0.7735617936134338,0.7598047523498536,0.7986
39,0.0004,0.7309623819112778,0.7632708995819092,0.7612497287750244,0.7976
40,0.0004,0.7002296806573868,0.7790125385284424,0.7733368432044982,0.797
41,8e-05,0.7200408449292183,0.7727455473899841,0.7817040910720825,0.799
42,8e-05,0.7250197038471698,0.7652160312652588,0.7767045557975769,0.797
43,8e-05,0.7299294450402259,0.7630236433029175,0.8004693767547607,0.7974
44,8e-05,0.7092614582657814,0.7718988977432251,0.7520916922092438,0.8014
45,8e-05,0.7201186945617198,0.7743352606773376,0.7833717482566833,0.7982
46,8e-05,0.7238576835036278,0.7682263897895814,0.7669995037078857,0.7986
47,8e-05,0.7227230898618698,0.7682782421112061,0.79728138422966,0.7984
48,8e-05,0.74054643034935,0.7676796268463135,0.7631120325088501,0.7978
49,8e-05,0.7182390999555588,0.7729523968696594,0.7864390038490295,0.798
50,8e-05,0.7427946548461914,0.7584606377601624,0.7907080313682556,0.8004
