epoch,train_loss,train_acc,val_loss,val_acc
1,4.981044438934326,0.019736989400535823,4.456593766784668,0.0264
2,4.5150075492858885,0.03157120245695114,9.052577854919434,0.0376
3,4.3465556709289555,0.04532741297483444,4.581370759582519,0.0574
4,4.25790245513916,0.05605622168183327,4.010281761932373,0.0848
5,4.175370581054687,0.0652265044927597,4.309485428619385,0.09
6,4.119905316162109,0.07701942090392112,4.165834941101075,0.096
7,4.0685232116699215,0.08292441675662994,4.309805561065674,0.0806
8,4.025253392028809,0.09572602895498276,3.733087279510498,0.1238
9,3.9785129432678223,0.11065004978179932,3.807608962249756,0.1206
10,3.9754167793273925,0.10647555766105651,3.7866251052856446,0.1408
11,3.901875601196289,0.12066465389728546,3.7758955032348633,0.1182
12,3.9133132698059083,0.11743927187919617,4.025458696746826,0.1308
13,3.6878051475524902,0.15936346446275712,3.5396747566223143,0.1798
14,3.609154197692871,0.17876730926036835,3.340880666732788,0.1814
15,3.720399375915527,0.15792422976493836,3.4712703269958496,0.1806
16,3.509739864349365,0.19494711322784425,3.4838624114990235,0.1786
17,3.4792496170043945,0.2052363621711731,3.412596290588379,0.1886
18,3.3747189292907716,0.23754904572963714,3.729935974121094,0.164
19,3.3026485530853273,0.251308455657959,3.3051983306884765,0.1942
20,3.4260579776763915,0.22830811376571655,3.3733127777099607,0.199
21,3.1488747497558593,0.2956481746196747,3.308923238372803,0.206
22,3.152147994995117,0.29544153413772584,3.3975671257019044,0.202
23,2.99741125831604,0.3523216977596283,3.4765049087524416,0.1998
24,2.9021157398223876,0.36838161840438843,3.4698164596557617,0.205
25,2.7264050201416015,0.429497309589386,3.5030213104248045,0.1978
26,2.8074512981414794,0.4100078683376312,3.3188033569335937,0.2206
27,2.5569877990722656,0.4747280097961426,3.2564132987976073,0.2318
28,2.675453583908081,0.4384270309448242,3.404769672393799,0.2104
29,2.44028620223999,0.5082660333633423,3.3719270408630373,0.2252
30,2.491955702972412,0.487428475189209,3.31438240814209,0.2316
31,2.3646157680511473,0.525711536359787,3.3024896217346194,0.2348
32,2.104740176010132,0.6138872043609619,3.214922576904297,0.2476
33,2.601329100036621,0.45890471725463866,3.330198112487793,0.2306
34,2.162270205307007,0.5943031353950501,3.275698257446289,0.2482
35,2.1080094581604003,0.6171643152236939,3.261104246520996,0.2426
36,1.9042371948242187,0.6506133631706238,3.355925032043457,0.2382
37,1.9499901615142823,0.6512179111480713,3.2270632720947265,0.2498
38,1.7618248023986816,0.6972541156768799,3.2433643867492674,0.246
39,1.9543063755035401,0.646576868391037,3.3254526626586913,0.2382
40,1.7049888877868653,0.7100153364181518,3.286848489379883,0.2462
41,1.9105607551574708,0.6550300357818604,3.348874639892578,0.2368
42,1.64845491771698,0.7156432179450989,3.348786236572266,0.2466
43,1.7844629824161529,0.6830058680534363,3.3102979553222656,0.2394
44,1.7792374473571777,0.6902992822647095,3.3001292194366454,0.2396
45,1.758567727661133,0.6959610795021057,3.394727593231201,0.2326
46,1.828160678100586,0.6755822215080262,3.3004382972717283,0.242
47,1.743969826889038,0.6851069546699524,3.341994730377197,0.2348
48,1.7558312534332274,0.68627747631073,3.2600986656188966,0.2478
49,1.5851164030075073,0.7294034996032714,3.285732160949707,0.2434
50,1.8006044967651367,0.6835772382736206,3.4371644012451172,0.2294
