epoch,train_loss,train_acc,val_loss,val_acc
1,5.183344551086426,0.014006525867036544,4.928223672485352,0.0168
2,4.627967830657959,0.029116690121591092,6.431541114807129,0.0388
3,4.232398429870606,0.058501721028238536,4.409396041870117,0.043
4,4.109789684295654,0.06300228105485439,4.42462395324707,0.0596
5,3.955608890533447,0.08797727990150452,4.422004405212403,0.0622
6,3.812136001586914,0.1019794642329216,4.274473118591309,0.0772
7,3.5777344131469726,0.13045420014858247,4.081732384109497,0.087
8,3.5261436977386476,0.1465890760421753,4.242356051635742,0.096
9,3.381635145187378,0.18244462758302687,4.415675746917724,0.0856
10,3.258120876312256,0.21261423873901367,4.2998268539428715,0.0846
