epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.01,4.213977938842773,0.05556079190075398,4.284894359588623,0.0568
2,0.01,3.9402663719177244,0.08542359020709991,4.03457819519043,0.0818
3,0.01,3.7883641471862792,0.10623291230201722,4.013895416259766,0.0926
4,0.01,3.6836039512634278,0.12198555688858032,3.904965693664551,0.105
5,0.01,3.6171682914733885,0.1266196837902069,3.931166955566406,0.109
6,0.01,3.546958009338379,0.14161842584609985,3.8883436073303224,0.1162
7,0.01,3.496267814254761,0.15409813826084137,3.7056823348999024,0.1312
8,0.01,3.4692842498779295,0.15460368616580963,3.6893558013916015,0.1388
9,0.01,3.3955064380645754,0.16828145256042482,3.6167131965637207,0.1484
10,0.01,3.3767001628875732,0.1752463623046875,3.5775505966186523,0.154
11,0.01,3.3097090759277346,0.18241833415031433,3.5925798400878906,0.1428
12,0.01,3.256846615600586,0.1931453194618225,3.5062483795166015,0.1644
13,0.01,3.231031192779541,0.20283058211803437,3.55609815826416,0.1652
14,0.01,3.194386184692383,0.20780602474212648,3.5477438674926756,0.1588
15,0.01,3.186994819641113,0.20359178907871248,3.464808721160889,0.1762
16,0.01,3.154977946472168,0.21115048274993897,3.4351484939575196,0.1794
17,0.01,3.141027763748169,0.21666870393753052,3.4381390350341796,0.1768
18,0.01,3.106223288345337,0.22265616989135742,3.5984141952514648,0.1646
19,0.01,3.0765495723724365,0.2262209370136261,3.39608904876709,0.1766
20,0.01,3.0708813499450685,0.22843588557243347,3.30843606262207,0.1984
21,0.01,3.0421228088378904,0.2332527203321457,3.3537762687683106,0.1996
22,0.01,3.0251754386901855,0.23427638149261473,3.3794842262268068,0.1916
23,0.01,3.0132205554962157,0.2447260011792183,3.2647660430908205,0.2118
24,0.01,2.9736421382904052,0.24917604913711547,3.2720476028442382,0.2152
25,0.01,2.9710493186950684,0.2507082127571106,3.3151182067871092,0.2062
26,0.01,2.9623619361877442,0.25148475947380067,3.3130303184509278,0.2034
27,0.01,2.9389529903411864,0.25665422716140746,3.2842958847045898,0.2098
28,0.01,2.9494193309783934,0.2544211035728455,3.1765253005981444,0.224
29,0.01,2.9331815811157225,0.24917165129184723,3.198983483886719,0.2232
30,0.01,2.913581552505493,0.2603895028591156,3.2116072105407714,0.2188
31,0.001,2.802452414703369,0.28615034246444704,3.0733904792785642,0.2436
32,0.001,2.77384111289978,0.2943734980583191,3.0603503509521484,0.2482
33,0.001,2.7334840675354,0.3026791476249695,3.054683679199219,0.2458
34,0.001,2.7331330856323244,0.29925397548675536,3.03986689453125,0.2494
35,0.001,2.716048327255249,0.30394184617996217,3.0562568618774413,0.249
36,0.001,2.7088839069366455,0.3086936121940613,3.062079473876953,0.2486
37,0.001,2.70587442855835,0.31359936275482175,3.066864963531494,0.245
38,0.001,2.7046096351623534,0.3043432173252106,3.0062383346557615,0.2564
39,0.001,2.689389398574829,0.3081351636886597,3.027487734222412,0.2514
40,0.001,2.7082253158569336,0.305911399269104,3.03920648727417,0.2528
41,0.001,2.672264817047119,0.3172314211845398,3.029438973236084,0.2562
42,0.001,2.6868444774627687,0.3117486083745956,3.038809881591797,0.2562
43,0.001,2.6854274143218992,0.31240771050453187,2.99921936416626,0.2602
44,0.001,2.661237822723389,0.31466695728302,3.0004311660766603,0.2566
45,0.001,2.657825101470947,0.32184483296871186,3.0282238265991213,0.255
46,0.001,2.666629818725586,0.3158505524635315,3.0181669708251952,0.2546
47,0.001,2.659141065597534,0.3133740010738373,3.0211300552368163,0.2584
48,0.001,2.6617425170898437,0.31349195914268496,3.0119544898986814,0.2578
49,0.001,2.663334686279297,0.3155930401086807,3.0086785255432127,0.262
50,0.001,2.6340555530548095,0.3209565526008606,3.0144080543518066,0.257
51,0.001,2.6306230098724366,0.3236804728984833,3.001292421722412,0.2554
52,0.001,2.646738368988037,0.31741591286659243,2.964092572784424,0.2626
53,0.001,2.6323044662475588,0.3239031629085541,3.0357000770568847,0.2512
54,0.001,2.6331113708496092,0.3184144500732422,2.9939988441467285,0.2594
55,0.001,2.6134669578552248,0.3276378008842468,3.0040061332702637,0.262
56,0.0001,2.5925876319885255,0.3349068651676178,2.9909534187316895,0.265
57,0.0001,2.595413999557495,0.3323075389862061,2.9798679862976076,0.2658
58,0.0001,2.6030272918701174,0.32838401088714597,2.9903083534240724,0.2656
59,0.0001,2.581176365280151,0.333367417049408,2.9817297576904296,0.2672
60,0.0001,2.5906150253295896,0.3308374855518341,2.9811335983276366,0.2672
61,0.0001,2.586787400817871,0.3343391837120056,2.9796085083007813,0.2644
62,0.0001,2.6066609214782717,0.3302205425262451,2.9857429656982424,0.266
63,0.0001,2.6011671463012696,0.3313047335624695,2.9874271995544435,0.2642
64,0.0001,2.5992172859191895,0.32830671434402464,2.9746187896728515,0.2678
65,0.0001,2.5955029983520506,0.33328865480422976,2.9847264404296876,0.2644
66,0.0001,2.5821900260925292,0.3380450773715973,2.9846087829589845,0.2648
67,0.0001,2.6284643688201905,0.319176538848877,2.9898906997680665,0.2632
68,0.0001,2.5970962841033938,0.32582397470474245,2.9773757164001466,0.2646
69,0.0001,2.5607205215454103,0.3404747779369354,2.9828287399291993,0.264
70,0.0001,2.5947328666687013,0.3282084936141968,2.9838571731567383,0.2638
71,0.0001,2.6161499588012695,0.32531558418273926,2.982498780822754,0.265
72,0.0001,2.562915813446045,0.34345603547096254,2.983423696899414,0.2658
73,0.0001,2.600116547393799,0.33028032655715944,2.972780776977539,0.2672
74,0.0001,2.59533401184082,0.333004373383522,2.9941102783203126,0.2646
75,0.0001,2.56681170501709,0.34049737005233766,2.977933847808838,0.2656
76,1e-05,2.568282339477539,0.335880562210083,2.9756579284667968,0.2646
77,1e-05,2.603378153991699,0.33325667109489443,2.9768013252258303,0.2646
78,1e-05,2.572418939590454,0.3355546613693237,2.975625845336914,0.265
79,1e-05,2.6044139144897462,0.32634998826980594,2.976704624938965,0.2646
80,1e-05,2.5692695552825926,0.3371761095523834,2.974549092102051,0.2662
81,1e-05,2.599129549407959,0.33147590374946595,2.976742613220215,0.2658
82,1e-05,2.5697242275238037,0.33933718876838687,2.9778265563964843,0.2658
83,1e-05,2.6202214096069336,0.33088878407478334,2.9767145668029786,0.2662
84,1e-05,2.5613155460357664,0.3381479217529297,2.977473211669922,0.2664
85,1e-05,2.6168478397369386,0.3265724956035614,2.9786292739868165,0.2666
86,1e-05,2.6004691410064695,0.33038762311935427,2.9779637969970705,0.2664
87,1e-05,2.592870542907715,0.32556454105377197,2.9799714126586916,0.2676
88,1e-05,2.610472087097168,0.3274953282356262,2.9807422660827636,0.2652
89,1e-05,2.5936766040802004,0.3311192051887512,2.979838641357422,0.2652
90,1e-05,2.5964911266326904,0.3308299080848694,2.980346813964844,0.2664
91,1e-05,2.581975448226929,0.33166421298980714,2.9807528549194338,0.266
92,1e-05,2.588444020462036,0.32959480423927306,2.9805098709106446,0.2678
93,1e-05,2.583326452636719,0.33057355947494504,2.979446859741211,0.268
94,1e-05,2.5717402366638185,0.34455103425979616,2.979854702758789,0.2672
95,1e-05,2.579650862121582,0.33043383951187133,2.978886932373047,0.2668
96,1e-05,2.596830661392212,0.331805242729187,2.978096267700195,0.2664
97,1e-05,2.580640994644165,0.32962044620513914,2.975150222015381,0.2672
98,1e-05,2.5960147464752197,0.3365908273696899,2.976496987915039,0.2674
99,1e-05,2.5623367248535156,0.34059159440994263,2.9732267501831053,0.2668
100,1e-05,2.6040302379608153,0.3312768311500549,2.9754273559570312,0.2668
