epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.01,4.405252439498901,0.05546233282238245,3.888819906616211,0.1396
2,0.01,3.1347152156829834,0.23093441247940064,2.2915313789367677,0.3898
3,0.01,2.294398008346558,0.3922119419574738,1.7230947639465333,0.5216
4,0.01,1.9021504859924316,0.48516081285476687,1.5951255973815919,0.5584
5,0.01,1.6024692916870118,0.5768151082992554,1.4540905517578124,0.6044
6,0.01,1.5674837770462036,0.578654525756836,1.3984866228103638,0.6194
7,0.01,1.3969890818595887,0.6272428932189942,1.3788197406768798,0.621
8,0.01,1.3894677734375,0.6212332863807678,1.3783756286621094,0.6236
9,0.01,1.3086051988601684,0.6508522734642029,1.3664892780303954,0.6402
10,0.01,1.3497954654693602,0.6413310618400574,1.3799624055862427,0.6336
11,0.01,1.3257605175971985,0.6220744950771332,1.4234619110107423,0.6266
12,0.01,1.2364262552261354,0.6524084267616272,1.377303059387207,0.6354
13,0.01,1.0701316558122635,0.7299050874710084,1.408579691696167,0.6382
14,0.01,1.1292928256988526,0.6889549055099488,1.4390480995178223,0.6366
15,0.01,1.0854481205940247,0.7011241264343262,1.3937016597747802,0.6392
16,0.01,1.0476027121543885,0.7117251286506653,1.345760276222229,0.6486
17,0.01,0.9927881741523743,0.727170846939087,1.3937123386383057,0.6446
18,0.01,1.0497774419784547,0.6958427557945251,1.432219556427002,0.6426
19,0.01,1.0752394063472748,0.686164852142334,1.4103069456100463,0.6378
20,0.01,0.9591468746066093,0.7265909638404846,1.3205162132263184,0.6552
21,0.01,0.9902596459388733,0.7101516880989075,1.344992259979248,0.6524
22,0.01,1.0100381813049317,0.6970140252113343,1.3918261665344238,0.6452
23,0.01,1.0571199202537536,0.6820690689086915,1.401216502380371,0.6508
24,0.01,0.9287773563861846,0.7281556248664856,1.3969484184265137,0.6414
25,0.01,0.9798246674537658,0.7015329151153564,1.4235902256011963,0.644
26,0.01,1.0183066444396973,0.6840788207054138,1.4665380737304687,0.6482
27,0.01,0.9840337352752686,0.6914407339096069,1.4006196559906006,0.6494
28,0.01,0.8444822845458985,0.7594974088668823,1.4219072204589844,0.6548
29,0.01,0.8894711925983428,0.7338378372192382,1.4060838714599608,0.6346
30,0.01,0.8757724114656449,0.7256804347038269,1.391565334701538,0.6378
31,0.001,0.9537173752784729,0.6756811342239379,1.355851399230957,0.6528
32,0.001,0.9125340898036957,0.6943734035491943,1.386383501815796,0.6608
33,0.001,0.8689902503490448,0.7166997032165527,1.3180612476348876,0.6656
34,0.001,0.8382903014421463,0.721894006729126,1.2964209829330444,0.6666
35,0.001,0.8091224451065063,0.7503630418777466,1.3230465003967284,0.6696
36,0.001,0.8065637860298157,0.7323542537689209,1.275140274810791,0.6688
37,0.001,0.7993709986209869,0.7424956073760987,1.2840368125915527,0.6728
38,0.001,0.8139753315448761,0.7386512050628662,1.3226162700653077,0.6712
39,0.001,0.8672626233100891,0.6804502654075623,1.3021987071990966,0.6708
40,0.001,0.8137346287965774,0.724181082725525,1.3236137748718262,0.6742
41,0.001,0.7941596756577491,0.730719289779663,1.3397023750305175,0.6716
42,0.001,0.7483286209404468,0.7532738637924195,1.2816442562103272,0.6776
43,0.001,0.829176902294159,0.7180745420455933,1.3265928207397462,0.6704
44,0.001,0.8021259397268296,0.7171025242805481,1.3059817531585693,0.673
45,0.001,0.822880207657814,0.7168524026870727,1.337441679763794,0.6714
46,0.001,0.8316231828927994,0.6927531213760376,1.3103047149658202,0.6744
47,0.001,0.8229221114516259,0.701565803527832,1.3074424341201782,0.6726
48,0.001,0.8058968234062195,0.7296363368034363,1.3070758682250976,0.679
49,0.001,0.7900576636791229,0.7268521504402161,1.2837764511108398,0.6764
50,0.001,0.7670380840301514,0.7406655125617981,1.2912843349456786,0.6776
51,0.001,0.8033350846767425,0.7247270035743714,1.2591044895172119,0.6738
52,0.001,0.7895653747320175,0.7308916020393371,1.2600825922012329,0.6754
53,0.001,0.7892063591480255,0.7370450758934021,1.2586077358245849,0.6764
54,0.001,0.7885085560083389,0.7235662059783936,1.3055011798858642,0.678
55,0.001,0.8192034959793091,0.7137784686088562,1.331555451965332,0.6726
56,0.0001,0.7916640758514404,0.7245401659011841,1.3129739517211914,0.6756
57,0.0001,0.7651910231113433,0.7231312265396118,1.2753495363235474,0.6774
58,0.0001,0.8278867237567902,0.6949451460838317,1.3147549642562866,0.6762
59,0.0001,0.8324995102882385,0.7072160482406616,1.3268179235458375,0.6728
60,0.0001,0.8064846479892731,0.7223404932022095,1.290548586654663,0.6794
61,0.0001,0.795651779294014,0.7190722045898438,1.3128398399353027,0.674
62,0.0001,0.8330563780069351,0.6989715881347657,1.3409506538391114,0.6754
63,0.0001,0.7995263897180557,0.7061978034973144,1.28573235912323,0.6746
64,0.0001,0.80199342918396,0.713975378036499,1.3055740375518798,0.6778
65,0.0001,0.773461725473404,0.7282497386932373,1.2823796022415161,0.6754
66,0.0001,0.8121032438278198,0.7214953660964966,1.3035081447601318,0.6754
67,0.0001,0.7984705424308777,0.7208850088119507,1.309643533706665,0.675
68,0.0001,0.7442965446710587,0.735469744682312,1.2912187019348145,0.679
69,0.0001,0.795288863658905,0.7133489351272583,1.303924334526062,0.677
70,0.0001,0.823219878911972,0.6967200031280517,1.349809473991394,0.675
71,0.0001,0.7773245415687561,0.720458381652832,1.2879798789978028,0.6788
72,0.0001,0.7859802017211914,0.7171554102897644,1.303814351272583,0.6774
73,0.0001,0.8376832445859909,0.6862152824401856,1.3101890438079833,0.676
74,0.0001,0.8016279026269912,0.7011145834922791,1.2881562784194946,0.6776
75,0.0001,0.8279805841445923,0.6929374318122864,1.2784448219299316,0.6786
76,1e-05,0.7604941719770432,0.7297489147186279,1.2691669561386107,0.6778
77,1e-05,0.8202959928512573,0.7034159049987793,1.2864737298965454,0.6806
78,1e-05,0.7703849079608918,0.7212519578933716,1.2852812923431396,0.6778
79,1e-05,0.762889377951622,0.7214958319664001,1.266666421699524,0.6768
80,1e-05,0.7767395114898682,0.7198849897384644,1.3043713874816893,0.6732
81,1e-05,0.7748018115758896,0.7314941749572754,1.2731987102508544,0.6824
82,1e-05,0.8111162604093551,0.6860221576690674,1.289773048210144,0.6744
83,1e-05,0.7722708225250244,0.7144276728630066,1.270332155609131,0.6778
84,1e-05,0.8107684721946716,0.7119975395202637,1.2794247814178468,0.6814
85,1e-05,0.7049540465474129,0.7607429313659668,1.2470189636230469,0.6792
86,1e-05,0.8276773629188537,0.7045796279907226,1.299578218269348,0.676
87,1e-05,0.8154108860492706,0.7091254053115845,1.3045449670791627,0.6798
88,1e-05,0.7950250310003757,0.7240199289321899,1.3132355052947997,0.674
89,1e-05,0.7302246618270875,0.7432864460945129,1.25500758934021,0.6772
90,1e-05,0.7719743446111679,0.7397159080505371,1.281018004989624,0.674
91,1e-05,0.7659671512842179,0.7275153760910034,1.2700145217895509,0.6778
92,1e-05,0.8244599740505218,0.7106454861164093,1.3295186183929444,0.6746
93,1e-05,0.7607889457643032,0.7179930458068847,1.2778706964492799,0.6782
94,1e-05,0.7810675738453865,0.7150618844032287,1.2689386476516724,0.6776
95,1e-05,0.8286574373245239,0.6972800903320312,1.2967922191619874,0.676
96,1e-05,0.775837947845459,0.7271990575790406,1.2804827842712403,0.6784
97,1e-05,0.7894363589286805,0.7327497491836548,1.2944972328186035,0.6768
98,1e-05,0.7916339025497436,0.6922987279891968,1.2879107076644898,0.676
99,1e-05,0.7877173966169357,0.7213380899429321,1.3049845697402953,0.68
100,1e-05,0.7490967905521393,0.7308306713104248,1.290110823059082,0.6744
