epoch,train_loss,train_acc,val_loss,val_acc
1,4.503640983581543,0.04305346751958132,4.135740641784668,0.067
2,3.904439087677002,0.08764579340219497,4.002635395812988,0.09
3,3.6629562789916994,0.12440363910198211,3.977611589050293,0.1204
4,3.382386865234375,0.16920326223373414,3.5713423309326173,0.1644
5,3.098809093093872,0.2214755205631256,3.7844800384521484,0.1888
6,2.8225252082824706,0.2870096814155579,3.9567898750305175,0.2002
7,2.5684574104309084,0.3310747033119202,3.6111531089782716,0.2436
8,2.304057628250122,0.3972018269062042,3.0923730072021485,0.2558
9,2.0307547241210937,0.4611192894935608,5.305392510986328,0.2718
10,1.8361943267822265,0.5074748147964477,3.194239748764038,0.2598
11,1.577678328704834,0.580502864933014,3.7315129150390627,0.2818
12,1.3418154386520387,0.6527288924217224,3.8800988288879394,0.292
13,1.1381817665100098,0.7086888465881348,3.2025903327941894,0.302
14,0.9694923578262329,0.7562190357208252,3.441060847091675,0.2996
15,0.8451057458877563,0.797582075881958,3.4722144130706787,0.3082
16,0.7384546643733978,0.8342682651519775,3.3878756820678713,0.306
17,0.7029801406860352,0.8407685441970825,3.2938117530822755,0.3184
18,0.6341483131408692,0.8635878076553345,3.4888187286376953,0.3084
19,0.6113602835655212,0.8680997478485107,3.8360352416992187,0.3012
20,0.5758018996238708,0.8785839931488038,3.810731901550293,0.3112
21,0.5470620999097824,0.8875830470085144,3.863676776123047,0.3136
22,0.5401366713047028,0.8876748880386353,3.4474420265197754,0.3128
23,0.5570147391319274,0.8848792662620545,3.6535370849609374,0.317
24,0.5050287707328797,0.8977321361541748,3.404801370239258,0.3134
25,0.5022179337501526,0.9015821540832519,3.1455024589538576,0.3274
26,0.4618239644050598,0.908317834854126,3.195700048828125,0.3272
27,0.48560117506980893,0.9029274035453796,3.2545706161499024,0.3292
28,0.5147865532398224,0.8902266532897949,3.343188775634766,0.3192
29,0.49795619411468506,0.899057575416565,3.41629775390625,0.3232
30,0.4481457345485687,0.9135113090515137,3.7966414794921874,0.33
31,0.5502255588531494,0.8854984085083007,3.5043335311889647,0.3188
32,0.5143547545909881,0.8908304855346679,3.385474005126953,0.3266
33,0.46034801506996154,0.9104843292236328,3.0826320610046385,0.3336
34,0.4169862627983093,0.9195790786743164,3.12427029876709,0.34
35,0.4374936893939972,0.9114169440269471,3.246682461547852,0.3342
36,0.44289565420150756,0.9134119451522827,3.013116930770874,0.35
37,0.43273741295337675,0.9126272076606751,3.7424594245910643,0.3336
38,0.43737881155014036,0.9102022706985473,3.1990764587402345,0.327
39,0.4036827787160873,0.9189691919326782,3.24661044921875,0.3402
40,0.41697624807357786,0.9181357687950135,3.9165227157592772,0.318
41,0.4291522068738937,0.9148352342605591,3.1196664695739744,0.329
42,0.4176965235233307,0.9169704721450805,3.3664344532012938,0.3354
43,0.4190579117298126,0.9184030004501342,3.4463323532104493,0.3278
44,0.40654846348762513,0.9199692432403564,3.208015142059326,0.3314
45,0.42232779366970064,0.9154216627120971,3.338225373840332,0.3156
46,0.42329656710624697,0.9110954496383668,3.28086111907959,0.3206
47,0.42116981687545774,0.9140025912284852,2.966096244812012,0.3466
48,0.4291676207542419,0.9123249830245972,3.599166423034668,0.332
49,0.4310700436592102,0.913148721408844,3.313710391616821,0.3352
50,0.4181641568660736,0.9152805222511291,3.317482553100586,0.318
