run_id,summary_path,metrics_path,metrics_exists,dataset,model,initialization,cohort,k,subset_seed,train_seed,augmentation,method_name,series_key,series_label,recipe_key,epochs,best_epoch,best_val_acc,test_acc,test_loss
scratch/cifar100/resnet50/k100/simcutmix/class_agnostic_k40_r21-40/e100_s0_t0_cfdc67678,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k100\simcutmix\class_agnostic_k40_r21-40\e100_s0_t0_cfdc67678\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k100\simcutmix\class_agnostic_k40_r21-40\e100_s0_t0_cfdc67678\metrics.csv,True,cifar100,resnet50,scratch,historical_from_scratch,100,0,0,simcutmix,SimCutMix,"simcutmix|{""alpha"":1,""anchor_score_power"":1,""anchor_selection"":""top_fraction"",""anchor_top_pct"":0.2,""cohort"":""historical_from_scratch"",""dynamic_neighbor_pool"":false,""guided_mode"":""class_agnostic"",""mix_probability"":1,""neighbor_k"":20,""neighbor_rank_start"":21,""pair_sampling"":""uniform"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":100,""lr"":0.01,""lr_gamma"":0.1,""lr_milestones"":[30,55,75],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005},""warmup_epochs"":0}","SimCutMix [scratch] (class-agnostic, ranks 21–40)","{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":100,""k"":100,""lr"":0.01,""lr_gamma"":0.1,""lr_milestones"":[30,55,75],""model"":""resnet50"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":10000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",100,83,0.464,0.4616,2.070470810699463
scratch/cifar100/resnet50/k100/simmixup/class_agnostic_k40_r21-40/e100_s0_t0_c1c40e35e,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k100\simmixup\class_agnostic_k40_r21-40\e100_s0_t0_c1c40e35e\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k100\simmixup\class_agnostic_k40_r21-40\e100_s0_t0_c1c40e35e\metrics.csv,True,cifar100,resnet50,scratch,historical_from_scratch,100,0,0,simmixup,SimMixUp,"simmixup|{""alpha"":1,""anchor_score_power"":1,""anchor_selection"":""top_fraction"",""anchor_top_pct"":0.2,""cohort"":""historical_from_scratch"",""dynamic_neighbor_pool"":false,""guided_mode"":""class_agnostic"",""mix_probability"":1,""neighbor_k"":20,""neighbor_rank_start"":21,""pair_sampling"":""uniform"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":100,""lr"":0.01,""lr_gamma"":0.1,""lr_milestones"":[30,55,75],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005},""warmup_epochs"":0}","SimMixUp [scratch] (class-agnostic, ranks 21–40)","{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":100,""k"":100,""lr"":0.01,""lr_gamma"":0.1,""lr_milestones"":[30,55,75],""model"":""resnet50"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":10000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",100,76,0.442,0.446,2.2467978897094727
scratch/cifar100/resnet50/k450/augmix/e100_s0_t0_c3ae6a04b,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\augmix\e100_s0_t0_c3ae6a04b\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\augmix\e100_s0_t0_c3ae6a04b\metrics.csv,True,cifar100,resnet50,scratch,historical_from_scratch,450,0,0,augmix,AugMix,"augmix|{""cohort"":""historical_from_scratch"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":100,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005}}",AugMix [scratch],"{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":100,""k"":450,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""model"":""resnet50"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":45000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",100,95,0.7452,0.7505,1.0352340197563172
scratch/cifar100/resnet50/k450/cutmix/e50_s0_t0_caaacaece,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\cutmix\e50_s0_t0_caaacaece\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\cutmix\e50_s0_t0_caaacaece\metrics.csv,True,cifar100,resnet50,scratch,historical_from_scratch,450,0,0,cutmix,CutMix,"cutmix|{""alpha"":1.0,""cohort"":""historical_from_scratch"",""pretrained"":false,""probability"":0.5,""training_recipe"":{""batch_size"":64,""epochs"":50,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[15,30,40],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005}}",CutMix [scratch],"{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":50,""k"":450,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[15,30,40],""model"":""resnet50"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":45000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",50,50,0.7258,0.727,0.9956293864250183
scratch/cifar100/resnet50/k450/mixup/e50_s0_t0_cfb926689,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\mixup\e50_s0_t0_cfb926689\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\mixup\e50_s0_t0_cfb926689\metrics.csv,True,cifar100,resnet50,scratch,historical_from_scratch,450,0,0,mixup,MixUp,"mixup|{""alpha"":1,""cohort"":""historical_from_scratch"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":50,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[15,30,40],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005}}",MixUp [scratch],"{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":50,""k"":450,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[15,30,40],""model"":""resnet50"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":45000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",50,50,0.684,0.6904,1.19972180519104
scratch/cifar100/resnet50/k450/none/e50_s0_t0_c43ac8c10,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\none\e50_s0_t0_c43ac8c10\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\none\e50_s0_t0_c43ac8c10\metrics.csv,True,cifar100,resnet50,scratch,historical_from_scratch,450,0,0,none,Crop+Flip only,"none|{""cohort"":""historical_from_scratch"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":50,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[15,30,40],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005}}",Crop+Flip only [scratch],"{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":50,""k"":450,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[15,30,40],""model"":""resnet50"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":45000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",50,49,0.7108,0.7107,1.1959710925102234
scratch/cifar100/resnet50/k450/simcutmix/class_agnostic_k40_r21-40/e50_s0_t0_c06051693,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\simcutmix\class_agnostic_k40_r21-40\e50_s0_t0_c06051693\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\resnet50\k450\simcutmix\class_agnostic_k40_r21-40\e50_s0_t0_c06051693\metrics.csv,True,cifar100,resnet50,scratch,historical_from_scratch,450,0,0,simcutmix,SimCutMix,"simcutmix|{""alpha"":1,""anchor_score_power"":1,""anchor_selection"":""top_fraction"",""anchor_top_pct"":0.2,""cohort"":""historical_from_scratch"",""dynamic_neighbor_pool"":false,""guided_mode"":""class_agnostic"",""mix_probability"":1,""neighbor_k"":20,""neighbor_rank_start"":21,""pair_sampling"":""uniform"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":50,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[15,30,40],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005},""warmup_epochs"":0}","SimCutMix [scratch] (class-agnostic, ranks 21–40)","{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":50,""k"":450,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[15,30,40],""model"":""resnet50"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":45000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",50,50,0.7148,0.716,0.985022695350647
scratch/cifar100/vit/k20/augmix/e100_s0_t0_c14f8272f,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\vit\k20\augmix\e100_s0_t0_c14f8272f\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\vit\k20\augmix\e100_s0_t0_c14f8272f\metrics.csv,True,cifar100,vit,scratch,historical_from_scratch,20,0,0,augmix,AugMix,"augmix|{""cohort"":""historical_from_scratch"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":100,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005}}",AugMix,"{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":100,""k"":20,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""model"":""vit"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":2000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",100,79,0.1522,0.1482,3.911862594604492
scratch/cifar100/vit/k50/augmix/e100_s0_t0_ca69c6b77,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\vit\k50\augmix\e100_s0_t0_ca69c6b77\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\vit\k50\augmix\e100_s0_t0_ca69c6b77\metrics.csv,True,cifar100,vit,scratch,historical_from_scratch,50,0,0,augmix,AugMix,"augmix|{""cohort"":""historical_from_scratch"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":100,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005}}",AugMix,"{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":100,""k"":50,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""model"":""vit"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":5000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",100,86,0.2166,0.2217,3.2738889762878416
scratch/cifar100/vit/k100/augmix/e100_s0_t0_c40f670e0,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\vit\k100\augmix\e100_s0_t0_c40f670e0\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\vit\k100\augmix\e100_s0_t0_c40f670e0\metrics.csv,True,cifar100,vit,scratch,historical_from_scratch,100,0,0,augmix,AugMix,"augmix|{""cohort"":""historical_from_scratch"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":100,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005}}",AugMix,"{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":100,""k"":100,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""model"":""vit"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":10000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",100,87,0.2744,0.2806,2.901781848144531
scratch/cifar100/vit/k450/augmix/e100_s0_t0_c002e8e41,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\vit\k450\augmix\e100_s0_t0_c002e8e41\summary.json,C:\Users\nicol\OneDrive\Documentos\Master\SRP-Augmentation\results\comparison_v1\scratch\cifar100\vit\k450\augmix\e100_s0_t0_c002e8e41\metrics.csv,True,cifar100,vit,scratch,historical_from_scratch,450,0,0,augmix,AugMix,"augmix|{""cohort"":""historical_from_scratch"",""pretrained"":false,""training_recipe"":{""batch_size"":64,""epochs"":100,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""momentum"":0.9,""nesterov"":true,""optimizer"":""sgd"",""weight_decay"":0.0005}}",AugMix,"{""batch_size"":64,""cohort"":""historical_from_scratch"",""dataset"":""cifar100"",""epochs"":100,""k"":450,""lr"":0.1,""lr_gamma"":0.2,""lr_milestones"":[30,60,80],""model"":""vit"",""momentum"":0.9,""nesterov"":true,""num_test"":10000,""num_train"":45000,""num_val"":5000,""optimizer"":""sgd"",""pretrained"":false,""subset_seed"":0,""train_seed"":0,""weight_decay"":0.0005}",100,100,0.3682,0.3833,2.3846780376434324
