epoch,train_loss,train_acc,val_loss,val_acc
1,4.344441206359863,0.05668292394578457,4.313702039337159,0.0728
2,3.7786195388793944,0.1049445165514946,3.8344674003601074,0.1046
3,3.4716397338867186,0.15565326189994813,7.804865579986572,0.1212
4,3.1864350944519044,0.21302652487754822,3.7471741134643555,0.1596
5,2.9843201789855955,0.24831205320358277,3.891213494873047,0.162
6,2.701540137863159,0.30595276622772216,3.3082629486083985,0.2132
7,2.5091354557037353,0.3492058913230896,3.1453551998138427,0.256
8,2.349629230117798,0.3908557939529419,3.369272073364258,0.2594
9,2.166638427734375,0.4311659571647644,3.6972470344543455,0.2744
10,2.075216124725342,0.46400090465545657,3.353299452209473,0.31
11,1.9286945732116698,0.50543357629776,4.800566279602051,0.302
12,1.7274841789245605,0.563649765586853,3.6651173721313475,0.3048
13,1.6229367851257324,0.5920495561122894,7.03822670135498,0.3174
14,1.4896017501831054,0.6373566580295563,3.8680803192138673,0.276
15,1.430780553817749,0.6492327411651612,4.312480908203125,0.2992
16,1.346067671585083,0.6816135416030884,3.097997761917114,0.3198
17,1.343646883392334,0.6809729004859925,3.3706093673706055,0.3276
18,1.2521359197616577,0.7064295124053955,3.316384373474121,0.3224
19,1.1615723344802857,0.7339008770942688,3.767887173461914,0.3244
20,1.182083323097229,0.7237189512252807,5.412757836532593,0.3224
21,1.0867774686813354,0.7537598388671874,2.9883755363464357,0.3458
22,1.0828898839950563,0.7565421911239624,3.1679380973815916,0.3352
23,1.0601615522384644,0.7626749193191529,3.335544309616089,0.3496
24,1.0790975118637085,0.7490679957866668,4.1315986442565915,0.3252
25,1.0200899726867676,0.7757666177749634,2.8360082580566406,0.34
26,1.0814336736679078,0.7515285858154297,2.7196412315368654,0.3404
27,0.9679823691368103,0.7865537475585938,2.7775418113708494,0.3542
28,0.9685913736343383,0.7847928489685059,2.556736711883545,0.3744
29,1.013845717716217,0.7666718536376953,2.6510091941833496,0.345
30,1.0078460344314575,0.7715180330276489,3.5530588760375976,0.33
31,1.0121091146469117,0.7701343107223511,2.719318023300171,0.3416
32,0.9869713766098023,0.7697423106193543,2.9961176486968992,0.322
33,0.920562957572937,0.7975082169532776,2.901675820541382,0.3466
34,0.9329327935218811,0.7870037585258484,3.075785670852661,0.3456
35,0.8976624781608582,0.8000655618667603,2.6688102504730224,0.3564
36,0.9188197157859802,0.7859629653930664,3.506139185333252,0.3332
37,0.9079081834316254,0.7973761524200439,2.85603470993042,0.3314
38,0.9484307209968567,0.7725612476348876,2.763826340484619,0.3512
39,0.8959660852432251,0.7925270517349243,2.550561625289917,0.3606
40,0.922569542503357,0.7852958695411683,4.343348522186279,0.3338
41,0.875347750377655,0.8069429306030274,3.247769843673706,0.3488
42,0.8883273945808411,0.7893986629486084,2.766519190979004,0.3452
43,0.8996248858451843,0.7845670454025269,2.7815151153564455,0.3456
44,0.8599163412094116,0.7975865058898925,6.28716171798706,0.3076
45,0.814742098903656,0.8200453573226929,2.7775032844543457,0.3424
46,0.8967886629104614,0.7867433712005615,3.4308800407409668,0.3518
47,0.9014344218730926,0.7833967082977294,3.124324901199341,0.3384
48,0.8955085220336914,0.7916794844627381,2.7060764396667483,0.3442
49,0.8670447669029235,0.7927513912200927,2.5700314178466797,0.3654
50,0.8112869981765747,0.8150125387191772,2.8230920680999754,0.364
